Pravděpodobnost a matematická statistika [NMSA202, přednáška]	17/77/77	1,88:1,27	-
Pravděpodobnost pro finance a pojišťovnictví [NMFM408, přednáška]	07/18/18	1,57:0,79	-
Pravděpodobnostní a statistické problémy [NMSA160, cvičení]	30/93/93	1,33:0,55	-
Pravděpodobnostní a statistické problémy [NMSA160, přednáška]	28/93/93	1,89:0,99	-
 	Počet	Předmět	Vyučující
Principy statistického uvažování [NMSA260, cvičení]	05/17/17	1,40:0,55	-
Programování II [NPRG031, cvičení]	41/190/183	1,29:0,56	-
Programování II [NPRG031, přednáška]	43/182/183	1,37:0,69	-
Programování v Pythonu [NPRG065, cvičení]	6/50/50	2,50:1,38	-
Programování 2 [NMIN102, cvičení]	37/129/129	1,78:1,13	-
Programování 2 [NMIN102, přednáška]	31/129/129	1,90:1,08	-
Proseminář teoretické fyziky II [NTMF029, cvičení]	9/76/38	1,22:0,44	-
Proseminář z algebry [NMAG261, cvičení]	6/44/22	1,33:0,52	-
Proseminář z elektrodynamiky [NOFY011, cvičení]	23/81/81	2,78:1,09	-
Proseminář z Matematické analýzy [NMMA162, cvičení]	05/14/14	1,00:0,00	-
Proseminář z teorie čísel [NMAG160, cvičení]	13/37/37	1,23:0,60	-
Referativní seminář k bakalářské práci [NMAT362, cvičení]	06/26/18	1,33:0,52	-
Ročníkový projekt [NPRG045, cvičení]	12/103/116	1,25:0,62	-
Rozšiřující seminář Algoritmy a datové struktury I [NTIN107, cvičení]	10/58/58	1,50:0,85	-
Samoopravné kódy [NMMB304, cvičení]	08/25/25	2,13:0,64	-
Samoopravné kódy [NMMB304, přednáška]	08/25/25	1,38:0,52	-
Seminář Astronomického ústavu UK (PV) [NAST110, cvičení]	8/38/19	2,00:0,93	-
Španělský jazyk pro středně pokročilé II [NJAZ105, cvičení]	06/12/12	1,00:0,00	-
Technologie XML [NPRG036, cvičení]	6/45/48	1,67:0,82	-
 	Počet	Předmět	Vyučující
Technologie XML [NPRG036, přednáška]	7/48/48	2,14:0,69	-
Teoretická kryptografie II [NMMB308, přednáška]	06/16/16	1,50:0,84	-
Teorie čísel a RSA [NMMB206, cvičení]	14/32/32	1,43:0,85	-
Teorie čísel a RSA [NMMB206, přednáška]	13/32/32	1,23:0,60	-
Teorie množin [NAIL063, přednáška]	5/42/42	1,00:0,00	-
Teorie množin [NMIN160, přednáška]	7/43/43	1,57:0,79	-
Teorie relativity [NUFY097, přednáška]	05/22/22	1,00:0,00	-
Účetnictví pojišťoven [NMFM410, cvičení]	05/13/13	2,00:0,71	-
Ukázky aplikací matematiky [NMAG166, přednáška]	13/70/70	1,46:0,66	-
Umělá inteligence II [NAIL070, přednáška]	9/65/66	1,67:0,87	-
Umělé bytosti [NAIL068, cvičení]	7/37/38	1,57:0,79	-
