Matematická analýza IV [NMUM202, cvičení]	6/38/38	1,17:0,41	-
Matematická analýza IV [NMUM202, přednáška]	6/38/38	1,17:0,41	-
Matematická analýza VI [NMUM402, cvičení]	8/32/32	2,13:1,25	-
Matematická analýza VI [NMUM402, přednáška]	10/32/32	1,80:1,03	-
Matematická analýza 1 [NMAI054, cvičení]	36/149/150	1,67:0,72	-
Matematická analýza 1 [NMAI054, přednáška]	30/149/150	1,73:0,64	-
Matematická analýza 2 [NMMA102, cvičení]	29/88/88	1,41:0,73	-
 	Počet	Předmět	Vyučující
Matematická analýza 2 [NMMA102, přednáška]	30/88/88	1,63:0,81	-
Matematická analýza 4 [NMMA202, cvičení]	22/69/69	1,59:0,80	-
Matematická analýza 4 [NMMA202, přednáška]	24/69/69	1,42:0,78	-
Matematická statistika 2 [NMSA332, cvičení]	11/32/32	2,00:1,34	-
Matematická statistika 2 [NMSA332, přednáška]	9/32/32	2,00:0,87	-
Matematický proseminář II [NMTM162, cvičení]	20/57/57	1,80:1,06	-
Matematika neživotního pojištění 2 [NMFM402, cvičení]	05/17/17	1,60:0,55	-
Matematika neživotního pojištění 2 [NMFM402, přednáška]	06/17/17	2,17:1,33	-
Matematika pro fyziky II [NMAF062, cvičení]	30/87/87	1,30:0,60	-
Matematika pro fyziky II [NMAF062, přednáška]	27/87/87	1,70:0,95	-
Multiagentní systémy [NAIL106, cvičení]	5/38/38	1,40:0,89	-
Multiagentní systémy [NAIL106, přednáška]	5/38/38	1,40:0,89	-
Náhodné procesy 1 [NMSA334, cvičení]	12/36/36	1,00:0,00	-
Náhodné procesy 1 [NMSA334, přednáška]	11/36/36	1,36:0,67	-
Neeukleidovská geometrie II [NMUG402, cvičení]	05/10/10	1,00:0,00	-
Neeukleidovská geometrie II [NMUG402, přednáška]	05/10/10	1,00:0,00	-
Neprocedurální programování [NPRG005, cvičení]	29/138/138	1,52:0,74	-
Neprocedurální programování [NPRG005, přednáška]	28/255/138	1,75:0,65	-
Obecná teorie relativity [NTMF111, přednáška]	19/57/57	1,11:0,32	-
 	Počet	Předmět	Vyučující
Obchodní angličtina [NJAZ015, cvičení]	05/17/17	2,20:0,84	-
Pedagogicko-didaktická propedeutika matematiky [NMUM312, cvičení]	06/26/26	1,67:1,21	-
Pedagogicko-didaktická propedeutika matematiky [NMUM312, přednáška]	06/26/26	1,67:1,21	-
Počítačové sítě [NSWI090, přednáška]	10/89/89	2,20:1,23	-
Počítačové systémy [NSWI170, cvičení]	34/170/158	1,82:0,97	-
Počítačové systémy [NSWI170, přednáška]	32/158/158	1,44:0,72	-
Pokročilé aspekty softwarového inženýrství [NSWI026, cvičení]	06/28/14	2,83:1,60	-
Pokročilé aspekty softwarového inženýrství [NSWI026, přednáška]	06/28/14	2,00:1,26	-
Pokročilé nástroje pro vývoj a monitorování software [NSWI126, cvičení]	07/25/25	1,71:1,11	-
Pokročilé programování na platformě Java [NPRG021, cvičení]	5/50/50	1,60:0,89	-
Pokročilé programování pro .NET I [NPRG038, cvičení]	13/98/98	1,62:0,87	-
Pokročilé programování pro .NET I [NPRG038, přednáška]	16/98/98	1,31:0,79	-
Pravděpodobnost a matematická statistika [NMSA202, cvičení]	20/80/80	1,10:0,31	-
Pravděpodobnost a matematická statistika [NMSA202, přednáška]	22/80/80	1,32:0,48	-
Pravděpodobnost pro finance a pojišťovnictví [NMFM408, přednáška]	06/21/21	1,83:0,98	-
Pravděpodobnost pro finanční matematiky [NMFM202, přednáška]	05/21/21	1,40:0,55	-
Pravděpodobnostní a statistické problémy [NMSA170, cvičení]	18/58/58	1,44:0,62	-
Principy invariance [NMTP434, přednáška]	05/10/10	1,80:0,84	-
Programování a zpracování dat v Pythonu [NOFY078, cvičení]	10/62/62	1,70:0,82	-
 	Počet	Předmět	Vyučující
Programování a zpracování dat v Pythonu [NOFY078, přednáška]	9/62/62	1,78:0,97	-
Programování v Pythonu [NPRG065, cvičení]	8/63/63	1,75:1,16	-
Programování 2 [NMIN112, cvičení]	28/137/106	1,75:0,97	-
Programování 2 [NPRG031, cvičení]	33/188/188	1,58:0,83	-
Programování 2 [NMIN112, přednáška]	29/103/106	1,52:0,63	-
Programování 2 [NPRG031, přednáška]	37/188/188	1,73:0,96	-
Proseminář teoretické fyziky II [NTMF029, cvičení]	9/44/22	1,22:0,67	-
Proseminář z algebry [NMAG261, cvičení]	11/31/31	1,09:0,30	-
Proseminář z elektrodynamiky [NOFY011, cvičení]	12/82/82	1,67:0,65	-
Proseminář z pravděpodobnosti a matematické statistiky [NMSA262, cvičení]	10/32/32	1,30:0,67	-
Proseminář z teorie čísel [NMAG160, cvičení]	12/34/34	1,25:0,45	-
Prostorové modelování [NMTP438, cvičení]	05/09/09	1,40:0,55	-
Prostorové modelování [NMTP438, přednáška]	05/09/09	1,20:0,45	-
Referativní seminář k bakalářské práci [NMAT362, cvičení]	10/68/34	1,50:0,85	-
Ročníkový projekt [NPRG045, cvičení]	12/122/136	1,08:0,29	-
Rozšiřující seminář Algoritmy a datové struktury I [NTIN107, cvičení]	14/70/70	1,93:0,92	-
Standardy a kryptografie [NMMB532, přednáška]	06/13/13	1,33:0,52	-
Stochastická analýza [NMTP432, cvičení]	05/14/14	1,20:0,45	-
Strojové učení [NAIL029, přednáška]	11/41/41	2,27:0,65	-
 	Počet	Předmět	Vyučující
Technologie XML [NPRG036, cvičení]	8/53/53	1,88:1,13	-
Technologie XML [NPRG036, přednáška]	9/53/53	2,22:1,30	-
Teorie čísel a RSA [NMMB206, cvičení]	08/27/27	1,00:0,00	-
Teorie čísel a RSA [NMMB206, přednáška]	08/27/27	1,13:0,35	-
Teorie množin [NAIL063, přednáška]	13/55/56	1,77:0,93	-
Teorie množin [NMIN160, přednáška]	06/18/18	1,50:0,84	-
Termodynamika a statistická fyzika II [NTMF044, cvičení]	07/21/21	1,29:0,49	-
Termodynamika a statistická fyzika II [NTMF044, přednáška]	06/21/21	1,33:0,52	-
The C Programming Language [NPRG066, cvičení]	8/46/23	1,38:0,74	-
Topologie a teorie kategorií [NMAG332, cvičení]	05/17/17	1,80:1,30	-
Topologie a teorie kategorií [NMAG332, přednáška]	06/17/17	1,50:0,55	-
Účetnictví pojišťoven [NMFM410, přednáška]	05/20/20	2,20:1,30	-
Umělá inteligence II [NAIL070, přednáška]	13/64/64	1,77:1,01	-
Universální algebra 2 [NMAG450, přednáška]	05/16/16	1,80:0,84	-
Úvod do diferenciální topologie [NMAG452, přednáška]	05/09/09	1,40:0,55	-
Úvod do financí [NMFM104, přednáška]	14/42/42	1,21:0,43	-
Úvod do kvantové mechaniky [NOFY027, cvičení]	31/87/87	1,81:1,14	-
Úvod do kvantové mechaniky [NOFY027, přednáška]	29/87/87	1,62:0,94	-
Úvod do Linuxu [NSWI177, cvičení]	41/210/210	2,17:1,28	-
 	Počet	Předmět	Vyučující
Úvod do Linuxu [NSWI177, přednáška]	41/210/210	2,15:1,01	-
Úvod do optimalizace [NMSA336, cvičení]	17/54/54	1,53:0,62	-
Úvod do optimalizace [NMSA336, přednáška]	16/54/54	1,69:0,60	-
Úvod do softwarového inženýrství [NSWI041, cvičení]	11/53/53	1,73:0,79	-
Úvod do softwarového inženýrství [NSWI041, přednáška]	11/53/53	1,64:0,67	-
Vlnová optika [NOOE021, přednáška]	05/15/15	1,00:0,00	-
Vybrané partie z funkcionální analýzy [NMMA342, cvičení]	10/29/29	3,90:1,10	-
Vybrané partie z funkcionální analýzy [NMMA342, přednáška]	10/29/29	3,30:1,25	-
Vybrané partie z matematiky pro fyziky [NMAF006, přednáška]	10/26/26	1,10:0,32	-
Vybraný software pro finance a pojišťovnictví [NMFM404, přednáška]	06/22/22	1,67:0,82	-
Základy aritmetiky a algebry II [NMUM206, cvičení]	5/36/36	1,00:0,00	-
Základy aritmetiky a algebry II [NMUM206, přednáška]	5/36/36	1,00:0,00	-
Základy kombinatoriky a teorie grafů [NMIN331, cvičení]	07/19/19	1,29:0,49	-
Základy kombinatoriky a teorie grafů [NMIN331, přednáška]	6/38/19	1,67:0,82	-
Životní pojištění 2 [NMFM406, přednáška]	05/17/17	1,80:0,84	-
Životní pojištění 2, cvičení [NMFM416, cvičení]	05/18/18	1,40:0,55	-
