Matematické metody ve financích [NMFM207, cvičení]	12/25/25	1,58:0,67	-
Matematické metody ve financích [NMFM207, přednáška]	13/25/25	1,62:0,65	-
Matematické problémy nematematiků [NMAT100, cvičení]	54/507/169	1,30:0,63	-
Matematický proseminář I [NMTM161, cvičení]	58/161/163	1,95:1,03	-
 	Počet	Předmět	Vyučující
Matematika pro fyziky I [NOFY161, cvičení]	31/93/93	1,61:0,88	-
Matematika pro fyziky I [NOFY161, přednáška]	34/93/93	1,53:0,75	-
Matematika pro fyziky III [NMAF063, cvičení]	30/68/68	1,37:0,67	-
Matematika pro fyziky III [NMAF063, přednáška]	26/68/68	1,77:1,14	-
Matematika ve financích [NMFM331, cvičení]	13/30/30	2,15:1,41	-
Matematika ve financích [NMFM331, přednáška]	14/30/30	2,14:1,35	-
Matematika ve financích a pojišťovnictví [NMFM205, přednáška]	15/27/27	1,40:0,74	-
Mathematica pro začátečníky [NMIN203, cvičení]	14/29/29	1,07:0,27	-
Mechanika a molekulová fyzika [NOFY021, cvičení]	60/209/189	1,57:0,72	-
Mechanika a molekulová fyzika [NOFY021, přednáška]	57/268/189	2,07:1,02	-
Metoda konečných prvků 1 [NMNV405, přednáška]	05/14/14	2,60:1,14	-
Moderní databázové systémy [NDBI040, cvičení]	05/29/29	1,40:0,55	-
Moderní databázové systémy [NDBI040, přednáška]	05/29/29	1,20:0,45	-
Náhodné procesy 2 [NMSA409, cvičení]	11/40/40	1,18:0,40	-
Náhodné procesy 2 [NMSA409, přednáška]	11/40/40	1,64:0,67	-
Nástroje pro vývoj software [NSWI154, cvičení]	13/53/53	2,00:0,82	-
Německý jazyk pro středně pokročilé I [NJAZ081, cvičení]	07/15/15	1,43:0,53	-
Neuronové sítě [NAIL002, cvičení]	9/50/25	2,22:0,97	-
Neuronové sítě [NAIL002, přednáška]	11/50/25	3,18:1,33	-
 	Počet	Předmět	Vyučující
Neživotní pojištění 1 [NMFM303, přednáška]	05/24/25	1,80:0,84	-
Oborový seminář [NMSA401, cvičení]	06/19/19	1,83:0,75	-
Obyčejné diferenciální rovnice [NMMA333, cvičení]	9/34/34	1,11:0,33	-
Obyčejné diferenciální rovnice [NMMA333, přednáška]	10/34/34	1,20:0,42	-
Ochrana informací 1 [NSWI089, přednáška]	5/38/38	1,80:1,10	-
Operační systémy [NSWI004, cvičení]	19/29/29	1,84:1,12	-
Operační systémy [NSWI004, přednáška]	22/29/29	1,50:1,01	-
Optika [NOFY022, cvičení]	24/81/81	2,42:1,18	-
Optika [NOFY022, přednáška]	29/81/81	2,86:1,19	-
Počítačové metody v teoretické fyzice I [NTMF057, cvičení]	06/21/21	1,33:0,82	-
Počítačové metody v teoretické fyzice I [NTMF057, přednáška]	06/21/21	1,17:0,41	-
Pojišťovací právo [NMFM305, přednáška]	12/29/29	1,50:0,67	-
Pokročilé partie finančního managementu [NMFM507, přednáška]	08/15/15	1,63:1,06	-
Praktické programování v experimentální fyzice [NOFY080, cvičení]	5/32/16	1,40:0,55	-
Praktické programování v experimentální fyzice [NOFY080, přednáška]	6/32/16	1,33:0,52	-
Praktikum z finanční matematiky [NMFM307, cvičení]	07/21/21	1,57:0,79	-
Praktikum z herního vývoje v nativním kódu [NCGD007, cvičení]	05/27/27	2,40:1,67	-
Pravděpodobnost a matematická statistika I [NMTM403, cvičení]	05/25/25	1,40:0,89	-
Pravděpodobnost a statistika 1 [NMAI059, cvičení]	05/29/29	2,00:0,71	-
 	Počet	Předmět	Vyučující
Pravděpodobnost a statistika 1 [NMAI059, přednáška]	06/29/29	2,17:0,98	-
Pravděpodobnostní grafické modely [NAIL104, přednáška]	05/25/25	2,40:0,55	-
Pravděpodobnostní metody [NMAI060, přednáška]	10/39/39	1,80:0,79	-
Pravděpodobnostní techniky [NTIN022, cvičení]	05/24/12	1,20:0,45	-
Pravděpodobnostní techniky [NTIN022, přednáška]	05/24/12	1,40:0,55	-
Principy distribuovaných systémů [NSWI035, přednáška]	11/55/55	1,55:0,69	-
Principy počítačů [NSWI120, přednáška]	104/318/319	1,47:0,76	-
Principy překladačů [NSWI098, cvičení]	12/81/81	2,00:1,28	-
Principy překladačů [NSWI098, přednáška]	10/81/81	2,00:1,25	-
Problémy fyzikálního vzdělávání [NDFY029, cvičení]	05/09/09	1,20:0,45	-
Problémy současné fyziky I [NOFY047, cvičení]	07/22/22	1,71:0,76	-
Programování herních mechanik [NCGD003, cvičení]	05/27/27	2,00:1,41	-
Programování herních mechanik [NCGD003, přednáška]	06/27/27	1,50:0,84	-
Programování pro fyziky [NOFY056, cvičení]	44/146/146	1,45:0,73	-
Programování pro fyziky [NOFY056, přednáška]	44/146/146	1,61:0,75	-
Programování v C++ [NPRG041, cvičení]	27/119/91	1,41:0,69	-
Programování v C++ [NPRG041, přednáška]	23/170/91	1,70:0,76	-
Programování v Haskellu [NPRG068, přednáška]	07/19/19	1,14:0,38	-
Programování v jazyce C# [NPRG035, cvičení]	17/78/78	1,18:0,39	-
 	Počet	Předmět	Vyučující
Programování v jazyce C# [NPRG035, přednáška]	18/78/78	1,22:0,65	-
Programování v jazyce Java [NPRG013, cvičení]	7/39/41	1,57:0,79	-
Programování v jazyce Java [NPRG013, přednáška]	8/39/41	1,75:0,89	-
Programování webových aplikací [NSWI142, cvičení]	14/79/53	1,79:1,12	-
Programování webových aplikací [NSWI142, přednáška]	15/53/53	1,80:1,15	-
Programování 1 [NMIN111, cvičení]	90/245/246	1,81:0,86	-
Programování 1 [NPRG030, cvičení]	103/360/367	1,45:0,85	-
Programování 1 [NPRG030, přednáška]	92/362/367	1,63:0,89	-
Programování 3 [NMIN201, cvičení]	8/32/32	2,63:1,19	-
Programování 3 [NMIN201, přednáška]	9/31/32	2,33:1,12	-
Proseminář z Matematické analýzy [NMMA161, cvičení]	20/50/50	1,65:0,88	-
Proseminář z matematických metod fyziky [NOFY002, cvičení]	41/246/123	1,37:0,62	-
Proseminář z optiky [NOFY010, cvičení]	9/44/44	2,44:1,33	-
Proseminář z teoretické mechaniky [NOFY069, cvičení]	12/36/36	1,08:0,29	-
Relativistická fyzika I [NTMF037, cvičení]	6/58/29	1,33:0,82	-
Relativistická fyzika I [NTMF037, přednáška]	6/58/29	1,33:0,82	-
Řešitelský seminář [NMMA465, cvičení]	7/63/21	1,43:0,79	-
Sémantika programů [NSWI162, cvičení]	6/31/31	1,50:0,84	-
Seminář o TeXu [NUOS005, cvičení]	5/34/17	1,40:0,89	-
 	Počet	Předmět	Vyučující
Seminář z počítačových her [NSWI158, cvičení]	05/26/26	1,20:0,45	-
Speciální teorie relativity [NOFY023, přednáška]	33/162/81	1,27:0,52	-
Statistika pro finanční matematiky [NMFM301, cvičení]	07/21/22	2,00:1,15	-
Statistika pro finanční matematiky [NMFM301, přednáška]	07/21/22	1,57:0,79	-
Steganografie a digitální média [NMMB436, přednáška]	07/19/19	1,00:0,00	-
Teoretická kryptografie I [NMMB307, přednáška]	05/17/17	2,00:1,73	-
Teoretická mechanika [NOFY003, cvičení]	35/91/91	1,09:0,28	-
Teoretická mechanika [NOFY003, přednáška]	38/91/91	1,03:0,16	-
Teorie míry a integrálu 1 [NMMA205, cvičení]	27/79/79	1,78:1,12	-
Teorie míry a integrálu 1 [NMMA205, přednáška]	24/79/79	1,83:1,31	-
Teorie optimalizace [NMSA403, cvičení]	6/33/33	2,00:0,89	-
Teorie optimalizace [NMSA403, přednáška]	6/33/33	2,00:0,63	-
Teorie pravděpodobnosti 1 [NMSA333, cvičení]	14/37/37	1,14:0,36	-
Teorie pravděpodobnosti 1 [NMSA333, přednáška]	15/37/37	1,47:0,52	-
Teorie pravděpodobnosti 2 [NMSA405, cvičení]	06/24/24	1,50:0,55	-
Teorie pravděpodobnosti 2 [NMSA405, přednáška]	06/24/24	1,83:0,98	-
Teorie rizika [NMFM503, cvičení]	08/17/17	1,50:0,76	-
Teorie rizika [NMFM503, přednáška]	08/17/17	1,38:0,52	-
Termodynamika a statistická fyzika [NOFY031, cvičení]	15/36/36	1,67:0,62	-
 	Počet	Předmět	Vyučující
Termodynamika a statistická fyzika [NOFY031, přednáška]	16/72/36	1,38:0,72	-
Termodynamika a statistická fyzika I [NTMF043, cvičení]	13/43/43	1,69:0,85	-
Termodynamika a statistická fyzika I [NTMF043, přednáška]	13/43/43	1,38:0,65	-
Účetnictví 1 [NMFM101, cvičení]	20/86/86	1,75:0,97	-
Účetnictví 1 [NMFM101, přednáška]	22/86/86	1,95:1,09	-
Umělá inteligence 1 [NAIL069, cvičení]	19/64/64	1,26:0,45	-
Umělá inteligence 1 [NAIL069, přednáška]	16/64/64	1,25:0,45	-
Úvod do analýzy na varietách [NMAG335, přednáška]	6/33/33	1,17:0,41	-
Úvod do aproximačních a pravděpodobnostních algoritmů [NDMI084, cvičení]	6/37/37	1,83:0,75	-
Úvod do aproximačních a pravděpodobnostních algoritmů [NDMI084, přednáška]	5/37/37	1,20:0,45	-
Úvod do dějin novověké matematiky [NMAG168, přednáška]	17/36/36	1,18:0,39	-
Úvod do funkcionální analýzy [NMMA331, cvičení]	05/27/27	2,00:0,71	-
Úvod do funkcionální analýzy [NMMA331, přednáška]	07/27/27	1,86:0,69	-
Úvod do herního designu [NCGD004, cvičení]	6/35/35	1,17:0,41	-
Úvod do herního designu [NCGD004, přednáška]	8/35/35	1,13:0,35	-
Úvod do komplexní analýzy [NMMA301, cvičení]	25/69/69	1,44:0,96	-
Úvod do komplexní analýzy [NMMA301, přednáška]	26/69/69	1,38:0,85	-
Úvod do kryptografie [NDMI100, přednáška]	8/37/37	1,13:0,35	-
Úvod do Linuxu [NOFY077, cvičení]	5/40/20	1,80:0,45	-
 	Počet	Předmět	Vyučující
Úvod do Linuxu [NOFY077, přednáška]	6/40/20	1,33:0,52	-
Úvod do middleware [NSWI163, cvičení]	05/31/31	1,80:1,10	-
Úvod do numerické matematiky [NMNM211, cvičení]	12/28/28	2,33:1,15	-
Úvod do numerické matematiky [NMNM211, přednáška]	12/28/28	2,17:0,94	-
Úvod do počítačové lingvistiky [NPFL012, přednáška]	14/83/83	2,14:1,29	-
Úvod do počítačových sítí [NSWI141, přednáška]	102/652/327	2,74:1,13	-
Úvod do praktické fyziky [NOFY055, cvičení]	52/167/168	2,02:0,96	-
Úvod do programování v R [NMSA230, cvičení]	10/41/41	1,60:0,84	-
Úvod do robotiky [NAIL028, cvičení]	06/22/22	1,00:0,00	-
Úvod do robotiky [NAIL028, přednáška]	07/22/22	1,00:0,00	-
Úvod do řešení problémů kombinatorických, mat. i jiných (IPS) I [NDMI050, cvičení]	30/219/73	1,40:0,67	-
Úvod do strojového učení v Pythonu [NPFL129, cvičení]	30/182/184	1,10:0,31	-
Úvod do strojového učení v Pythonu [NPFL129, přednáška]	39/182/184	1,05:0,22	-
Úvod do teorie grup [NMAG337, cvičení]	06/22/22	1,17:0,41	-
Úvod do teorie grup [NMAG337, přednáška]	07/22/22	1,14:0,38	-
Vybraná témata z psychometrie [NMST570, přednáška]	05/11/11	1,40:0,89	-
Výpočetní prostředky finanční a pojistné matematiky [NMFM308, cvičení]	05/19/19	3,20:1,79	-
Výpočetní prostředky finanční a pojistné matematiky [NMFM308, přednáška]	05/19/19	3,00:1,58	-
Výroková a predikátová logika [NAIL062, cvičení]	41/113/115	1,90:1,02	-
 	Počet	Předmět	Vyučující
Výroková a predikátová logika [NAIL062, přednáška]	36/114/115	2,00:1,01	-
Základy analýzy dat [NMMB333, přednáška]	05/10/10	1,80:0,84	-
Základy kombinatorické a výpočetní geometrie [NDMI009, cvičení]	05/08/04	1,60:0,89	-
Základy kombinatorické a výpočetní geometrie [NDMI009, přednáška]	05/08/04	1,40:0,89	-
Základy kvantové teorie [NOFY042, cvičení]	05/24/12	1,80:0,84	-
Základy kvantové teorie [NOFY042, přednáška]	06/12/12	1,33:0,52	-
Základy numerické matematiky [NMNM201, cvičení]	26/80/80	1,81:0,98	-
Základy numerické matematiky [NMNM201, přednáška]	30/160/80	1,73:0,74	-
Základy počítačové grafiky [NPGR003, přednáška]	9/86/86	2,11:1,05	-
Základy složitosti a vyčíslitelnosti [NTIN090, cvičení]	20/95/96	1,45:0,76	-
Základy složitosti a vyčíslitelnosti [NTIN090, přednáška]	21/96/96	1,62:0,80	-
Základy teorie plazmatu [NTMF020, přednáška]	8/44/22	1,50:0,93	-
