Principy překladačů [NSWI098, cvičení]	12/61/61	2,33:1,30	-
Principy překladačů [NSWI098, přednáška]	13/61/61	2,77:1,42	-
Problémy současné fyziky I [NOFY047, cvičení]	15/49/49	1,53:0,74	-
Programování pro fyziky [NOFY056, cvičení]	34/122/122	1,62:0,70	-
Programování pro fyziky [NOFY056, přednáška]	33/115/122	2,21:1,02	-
Programování v C++ [NPRG041, cvičení]	24/131/131	1,88:1,03	-
Programování 1 [NMIN111, cvičení]	53/183/184	1,96:0,90	-
Programování 1 [NPRG030, cvičení]	63/230/220	1,32:0,56	-
Programování 1 [NPRG030, přednáška]	57/218/220	1,65:0,88	-
Programování 3 [NMIN201, cvičení]	9/70/35	1,78:1,09	-
Programování 3 [NMIN201, přednáška]	10/70/35	1,40:0,52	-
Proseminář teoretické fyziky I [NTMF069, cvičení]	19/63/63	1,11:0,32	-
Proseminář z Matematické analýzy [NMMA161, cvičení]	07/15/15	1,29:0,49	-
Proseminář z Matematické analýzy 3 [NMMA261, cvičení]	09/26/26	1,44:0,53	-
 	Počet	Předmět	Vyučující
Proseminář z matematických metod fyziky [NOFY002, cvičení]	19/184/92	1,74:0,65	-
Rétorika a komunikace s lidmi I [NPED022, cvičení]	06/16/16	1,50:0,84	-
Riemannova geometrie 1 [NMAG411, cvičení]	05/15/15	2,60:1,52	-
Riemannova geometrie 1 [NMAG411, přednáška]	05/15/15	2,20:1,30	-
Rozšiřující seminář Algoritmy a datové struktury II [NTIN108, cvičení]	07/31/31	1,43:0,79	-
Ruský jazyk pro začátečníky I [NJAZ039, cvičení]	05/15/15	1,60:0,55	-
Seminář z umělé inteligence I [NAIL004, cvičení]	06/21/21	1,33:0,52	-
Složitost pro kryptografii [NMMB405, přednáška]	10/16/16	1,60:1,07	-
Speciální teorie relativity [NOFY023, přednáška]	25/200/100	1,52:0,71	-
Strojové učení pro zelenáče [NPFL129, cvičení]	12/74/74	1,00:0,00	-
Strojové učení pro zelenáče [NPFL129, přednáška]	14/74/74	1,00:0,00	-
Šíření akustických a elektromagnetických vln v atmosféře [NMET004, přednáška]	05/11/11	1,20:0,45	-
Španělský jazyk pro začátečníky I [NJAZ017, cvičení]	05/14/14	1,40:0,89	-
Teoretická kryptografie I [NMMB307, přednáška]	07/14/14	1,29:0,49	-
Teoretická mechanika [NOFY003, cvičení]	32/93/93	1,13:0,42	-
Teoretická mechanika [NOFY003, přednáška]	29/186/93	1,03:0,19	-
Teorie grup a její aplikace ve fyzice [NTMF061, cvičení]	05/21/21	2,00:0,71	-
Teorie grup a její aplikace ve fyzice [NTMF061, přednáška]	07/21/21	2,29:0,76	-
Teorie míry a integrálu [NMMA203, cvičení]	30/88/88	1,43:0,63	-
 	Počet	Předmět	Vyučující
Teorie míry a integrálu [NMMA203, přednáška]	29/88/88	1,76:0,91	-
Teorie modelů [NMAG407, přednáška]	07/24/24	1,71:0,95	-
Teorie optimalizace [NMSA403, cvičení]	16/26/26	2,13:1,09	-
Teorie optimalizace [NMSA403, přednáška]	14/26/26	2,14:0,95	-
Teorie pravděpodobnosti 1 [NMSA333, cvičení]	14/33/33	1,86:0,95	-
Teorie pravděpodobnosti 1 [NMSA333, přednáška]	14/33/33	1,71:0,83	-
Teorie pravděpodobnosti 2 [NMSA405, cvičení]	14/22/22	1,43:0,65	-
Teorie pravděpodobnosti 2 [NMSA405, přednáška]	13/22/22	1,62:0,77	-
Teorie rizika [NMFM503, cvičení]	06/15/15	2,00:0,89	-
Teorie rizika [NMFM503, přednáška]	06/15/15	2,00:0,89	-
Termodynamika a statistická fyzika [NOFY031, cvičení]	21/45/45	1,71:1,01	-
Termodynamika a statistická fyzika [NOFY031, přednáška]	18/45/45	2,61:1,50	-
Termodynamika a statistická fyzika I [NTMF043, cvičení]	08/26/26	1,25:0,46	-
Termodynamika a statistická fyzika I [NTMF043, přednáška]	07/26/26	1,57:0,53	-
Účetnictví 1 [NMFM101, cvičení]	16/44/44	1,31:0,48	-
Účetnictví 1 [NMFM101, přednáška]	18/44/44	1,50:0,62	-
Umělá inteligence I [NAIL069, cvičení]	21/84/84	1,43:0,68	-
Umělá inteligence I [NAIL069, přednáška]	15/84/84	1,33:0,62	-
Unix/Linux Programming in C [NSWI015, cvičení]	06/29/29	1,50:0,84	-
 	Počet	Předmět	Vyučující
Unix/Linux Programming in C [NSWI015, přednáška]	6/58/29	1,50:0,84	-
Úvod do analýzy na varietách [NMAG335, cvičení]	06/17/17	1,67:0,82	-
Úvod do analýzy na varietách [NMAG335, přednáška]	08/17/17	1,38:0,74	-
Úvod do aproximačních a pravděpodobnostních algoritmů [NDMI084, cvičení]	07/27/27	2,00:0,82	-
Úvod do aproximačních a pravděpodobnostních algoritmů [NDMI084, přednáška]	6/54/27	1,83:1,33	-
Úvod do funkcionální analýzy [NMMA331, cvičení]	07/20/20	1,71:0,49	-
Úvod do funkcionální analýzy [NMMA331, přednáška]	09/20/20	1,56:0,73	-
Úvod do komplexní analýzy [NMMA301, cvičení]	26/66/66	2,42:1,14	-
Úvod do komplexní analýzy [NMMA301, přednáška]	25/66/66	2,12:1,05	-
Úvod do kryptografie [NDMI100, přednáška]	11/44/44	1,09:0,30	-
Úvod do obecné lingvistiky [NPFL063, přednáška]	09/30/30	1,11:0,33	-
Úvod do počítačových sítí [NSWI141, přednáška]	64/424/212	2,34:1,17	-
Úvod do praktické fyziky [NOFY055, cvičení]	37/126/126	1,89:0,91	-
Úvod do programování v R [NMSA230, cvičení]	10/25/25	1,90:1,29	-
Úvod do řešení problémů kombinatorických, mat. i jiných (IPS) I [NDMI050, cvičení]	27/246/82	1,22:0,58	-
Úvod do teorie grup [NMAG337, cvičení]	9/32/32	1,44:0,53	-
Úvod do teorie grup [NMAG337, přednáška]	10/32/32	1,60:0,52	-
Vybrané kapitoly z astrofyziky [NAST021, přednáška]	05/12/13	1,40:0,89	-
Vyhledávání informací [NPFL103, cvičení]	5/33/33	1,60:0,55	-
 	Počet	Předmět	Vyučující
Vyhledávání informací [NPFL103, přednáška]	5/33/33	1,60:0,55	-
Výroková a predikátová logika [NAIL062, cvičení]	41/136/136	1,51:0,60	-
Výroková a predikátová logika [NAIL062, přednáška]	34/136/136	2,00:0,92	-
Webové aplikace [NSWI142, cvičení]	12/50/50	2,42:1,31	-
Webové aplikace [NSWI142, přednáška]	9/50/50	2,11:1,27	-
Zabezpečení síťových protokolů [NMMB501, cvičení]	07/21/21	1,14:0,38	-
Zabezpečení síťových protokolů [NMMB501, přednáška]	09/21/21	1,00:0,00	-
Základy numerické matematiky [NMNM201, cvičení]	27/78/78	1,81:1,14	-
Základy numerické matematiky [NMNM201, přednáška]	26/156/78	1,88:0,91	-
Základy počítačové grafiky [NPGR003, cvičení]	24/103/103	2,17:1,09	-
Základy počítačové grafiky [NPGR003, přednáška]	20/103/103	1,55:0,69	-
Základy prostorové geometrie [NMUM205, cvičení]	7/39/39	1,14:0,38	-
Základy prostorové geometrie [NMUM205, přednáška]	7/39/39	1,14:0,38	-
Základy složitosti a vyčíslitelnosti [NTIN090, cvičení]	30/125/125	2,00:1,20	-
Základy složitosti a vyčíslitelnosti [NTIN090, přednáška]	32/125/125	2,28:0,96	-
Základy zobrazovacích metod [NMUM303, cvičení]	06/25/25	1,00:0,00	-
Základy zobrazovacích metod [NMUM303, přednáška]	06/25/25	1,00:0,00	-
Životní pojištění 1 [NMFM405, cvičení]	11/22/22	2,18:1,33	-
Životní pojištění 1 [NMFM405, přednáška]	08/22/22	1,75:1,49	-
